sheet,source_row,header_row,article,fabric_name,composition,full_width_cm,usable_width_cm,weight_gsm,moq,qty_raw,qty_min,qty_max,color_tier,currency,price,date_raw,remark,block_note
CENTER PRICE USD for internal,576,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","1,000m.",1000,,PFE/PFD,THB,61.8,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,576,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","1,000m.",1000,,All_colors,THB,75,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,577,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","2,000m.",2000,,PFE/PFD,USD,2.01,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,577,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","2,000m.",2000,,All_colors,USD,2.25,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,577,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","2,000m.",2000,,PFE/PFD,THB,60.3,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,577,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","2,000m.",2000,,All_colors,THB,67.5,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,578,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","5,000m.",5000,,PFE/PFD,USD,1.96,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,578,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","5,000m.",5000,,All_colors,USD,2.18,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,578,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","5,000m.",5000,,PFE/PFD,THB,58.8,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,578,14,255557,PES OUTER MELANGE,100%PES,163 - 173cm,158 - 168cm,57 - 63 g/m2,"3,000","5,000m.",5000,,All_colors,THB,65.4,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,579,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.",600m.,600,,PFE/PFD,USD,1.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,579,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.",600m.,600,,All_colors,USD,1.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,579,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.",600m.,600,,PFE/PFD,THB,35,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,579,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.",600m.,600,,All_colors,THB,45,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,580,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","1,000m.",1000,,PFE/PFD,USD,1.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,580,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","1,000m.",1000,,All_colors,USD,1.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,580,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","1,000m.",1000,,PFE/PFD,THB,30,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,580,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","1,000m.",1000,,All_colors,THB,40,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,581,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","5,000m.",5000,,PFE/PFD,USD,0.93,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,581,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","5,000m.",5000,,All_colors,USD,1.27,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,581,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","5,000m.",5000,,PFE/PFD,THB,28,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,581,14,255560,PES TULLE CHOICE,100%PES,160 - 170cm,165 - 175cm,25 - 30g/m2,"5,000m.","5,000m.",5000,,All_colors,THB,38,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,582,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,4.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,582,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.",500m.,500,,All_colors,USD,5.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,582,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,145,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,582,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.",500m.,500,,All_colors,THB,155,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,583,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,4.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,583,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,4.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,583,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,125,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,583,14,255566,SONATA,"82%PA, 18%ELASTANE",185- 195cm,180 - 190cm,105 - 115g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,135,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,584,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,3.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,584,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.",500m.,500,,All_colors,USD,3.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,584,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,105,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,584,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.",500m.,500,,All_colors,THB,115,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,585,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,3.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,585,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,3.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,585,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,95,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,585,14,255567,SPICY-BA,"89%PA, 11%ELASTANE",190- 200cm,185- 195cm,61 - 69g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,105,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,586,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,3.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,586,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,All_colors,USD,3.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,586,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,90,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,586,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,All_colors,THB,100,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,587,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,2.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,587,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,3.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,587,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,85,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,587,14,255569,Doom,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,95,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,588,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,8.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,588,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.",500m.,500,,All_colors,USD,8.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,588,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,240,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,588,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.",500m.,500,,All_colors,THB,250,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,589,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,7.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,589,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,7.67,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,589,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,220,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,589,14,255570,Cetus,"80%PA, 20%ELASTANE",215- 225cm,210- 220cm,175 - 195g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,230,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,590,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,2.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,590,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.",500m.,500,,All_colors,USD,2.67,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,590,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,70,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,590,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.",500m.,500,,All_colors,THB,80,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,591,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,2.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,591,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,2.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,591,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,60,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,591,14,255571,Cabonara,"78%PES, 22%ELASTANE",145-155 cm,140- 150cm,61 - 69 g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,70,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,592,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,3.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,592,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,All_colors,USD,3.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,592,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,95,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,592,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.",500m.,500,,All_colors,THB,105,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,593,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,3.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,593,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,3.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,593,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,90,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,593,14,255572,Light Away,"80%PA, 20%ELASTANE",195- 205cm,190- 200cm,57 - 63g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,100,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,594,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.",500m.,500,,PFE/PFD,USD,1.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,594,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.",500m.,500,,All_colors,USD,1.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,594,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.",500m.,500,,PFE/PFD,THB,45,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,594,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.",500m.,500,,All_colors,THB,55,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,595,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,1.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,595,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.","1,000m.",1000,,All_colors,USD,1.67,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,595,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,40,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,595,14,255595,TECHNICAL MESH,100%PES,145-155cm,140-150cm,80 - 90/m2,"3,000m.","1,000m.",1000,,All_colors,THB,50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,596,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,3.67,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,596,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.",500m.,500,,All_colors,USD,4.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,596,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,110,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,596,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.",500m.,500,,All_colors,THB,130,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,597,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,3.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,597,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,4.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,597,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,100,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,597,14,255596,Kenny,"85% PA, 15% ELASTANE",155-165cm,150-160cm,114- 126g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,120,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,598,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,4.67,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,598,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.",500m.,500,,All_colors,USD,5.33,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,598,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,140,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,598,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.",500m.,500,,All_colors,THB,160,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,599,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,4.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,599,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,4.67,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,599,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,120,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,599,14,255597,Fine,"75% PA, 25% ELASTANE",170 - 180cm,165- 175 cm,137- 152g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,140,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,600,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,5.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,600,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.",500m.,500,,All_colors,USD,5.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,600,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,155,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,600,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.",500m.,500,,All_colors,THB,175,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,601,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,4.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,601,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,5.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,601,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,145,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,601,14,255418,Imagine,"69% PA, 31% ELASTANE",158 168 g/m2,153 -163cm,90 - 100g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,165,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,602,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.",500m.,500,,PFE/PFD,USD,7.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,602,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.",500m.,500,,All_colors,USD,7.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,602,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.",500m.,500,,PFE/PFD,THB,215,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,602,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.",500m.,500,,All_colors,THB,235,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,603,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,USD,6.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,603,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.","1,000m.",1000,,All_colors,USD,7.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,603,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.","1,000m.",1000,,PFE/PFD,THB,205,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,603,14,255600,Joanne,"73% PA, 27% ELASTANE",160-170cm,155-165cm,190 - 210g/m2,"3,000m.","1,000m.",1000,,All_colors,THB,225,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,604,14,256524,CO/PA PIQUET,"59% CO, 41% PA",160 - 165 cm.,155 - 160 cm.,65 - 70 g/m2,"3,000m.",200-600m.,200,600,PFE/PFD,USD,3.05,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,604,14,256524,CO/PA PIQUET,"59% CO, 41% PA",160 - 165 cm.,155 - 160 cm.,65 - 70 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,3.85,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,605,14,256524,CO/PA PIQUET,"59% CO, 41% PA",160 - 165 cm.,155 - 160 cm.,65 - 70 g/m2,"3,000m.","601-2,000m.",601,2000,PFE/PFD,USD,2.75,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,605,14,256524,CO/PA PIQUET,"59% CO, 41% PA",160 - 165 cm.,155 - 160 cm.,65 - 70 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,3.55,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,606,14,256524,CO/PA PIQUET,"59% CO, 41% PA",160 - 165 cm.,155 - 160 cm.,65 - 70 g/m2,"3,000m.","2,001-5,000m.",2001,5000,PFE/PFD,USD,2.65,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,606,14,256524,CO/PA PIQUET,"59% CO, 41% PA",160 - 165 cm.,155 - 160 cm.,65 - 70 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,3.40,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,608,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.",200-600m.,200,600,PFE/PFD,USD,2.17,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,608,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.83,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,608,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.",200-600m.,200,600,PFE/PFD,THB,65,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,608,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.",200-600m.,200,600,All_colors,THB,85,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,609,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.","601-2,000m.",601,2000,PFE/PFD,USD,2.00,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,609,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.50,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,609,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.","601-2,000m.",601,2000,PFE/PFD,THB,60,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,609,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,THB,75,,,DATE : 4th Mar 2020
CENTER PRICE USD for internal,610,14,256530,PA VOILE TRILOBAL,100% PA,153 - 158 cm.,148 - 153 cm.,38 - 43 g/m2,"3,000m.","2,001-5,000m.",2001,5000,PFE/PFD,USD,1.83,,,DATE : 4th Mar 2020
