sheet,source_row,header_row,article,fabric_name,composition,full_width_cm,usable_width_cm,weight_gsm,moq,qty_raw,qty_min,qty_max,color_tier,currency,price,date_raw,remark,block_note
Biga Thailand ,16,3,257094AA/14,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,600 kgs.,"2,000 m. +",2000,,PFE/PFD,THB,67.00,27/7/2023,,Yield
Biga Thailand ,16,3,257094AA/14,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,600 kgs.,"2,000 m. +",2000,,All_colors,THB,91.00,27/7/2023,,Yield
Biga Thailand ,17,3,257094AA/11,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,600 kgs.,,600,,All_colors,THB,92.00,22/3/2024,K.Sivy give for only Stock ** IF bulk order price need rework **,Yield
Biga Thailand ,18,3,257094AA/11,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,600 kgs.,,600,,Greige,THB,850,22/3/2024,,Yield
Biga Thailand ,19,3,255840CA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200 - 600 m.,200,600,PFE/PFD,THB,49,09.09.20,K.Sivy quoted by LINE on 09.09.20,Yield
Biga Thailand ,19,3,255840CA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200 - 600 m.,200,600,All_colors,THB,63,09.09.20,K.Sivy quoted by LINE on 09.09.20,Yield
Biga Thailand ,20,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200 - 600 m.,200,600,Greige,THB,570,07.09.20,K.Sivy quoted by LINE on 07.09.20,Yield
Biga Thailand ,20,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200 - 600 m.,200,600,PFE/PFD,THB,45,07.09.20,K.Sivy quoted by LINE on 07.09.20,Yield
Biga Thailand ,20,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200 - 600 m.,200,600,All_colors,THB,58,07.09.20,K.Sivy quoted by LINE on 07.09.20,Yield
Biga Thailand ,21,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 kg. +,-,0,,Greige,THB,610,23.03.21,Quoted by K.Sivy by LINE on 23.03.21,Yield
Biga Thailand ,22,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 kg. +,"5,000m.+",5000,,PFE/PFD,THB,36.00,23.03.21,,Yield
Biga Thailand ,23,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 kg. +,"2,001-4,999m.",2001,4999,PFE/PFD,THB,39.00,23.03.21,,Yield
Biga Thailand ,24,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 kg. +,"601-2,000m.",601,2000,PFE/PFD,THB,42.00,23.03.21,,Yield
Biga Thailand ,25,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"1,500kg",,1500,,Greige,THB,600,23.03.21,,Yield
Biga Thailand ,26,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"1,000kg",,1000,,Greige,THB,630,15.03.19,,Yield
Biga Thailand ,26,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"1,000kg",,1000,,PFE/PFD,THB,40.20,15.03.19,,Yield
Biga Thailand ,28,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200-600m.,200,600,PFE/PFD,THB,49.00,24.05.21,,Yield
Biga Thailand ,29,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200-600m.,200,600,Greige,THB,550,26.11.21,Quoted by K.Sivy on 26.11.21 @ Asoke office,Yield
Biga Thailand ,29,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200-600m.,200,600,PFE/PFD,THB,54.00,26.11.21,Quoted by K.Sivy on 26.11.21 @ Asoke office,Yield
Biga Thailand ,30,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","601-2,000m.",601,2000,PFE/PFD,THB,46.00,26.11.21,,Yield
Biga Thailand ,31,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","2,001-4,999m.",2001,4999,PFE/PFD,THB,43.00,26.11.21,,Yield
Biga Thailand ,32,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","5,000m.+",5000,,PFE/PFD,THB,40.00,26.11.21,,Yield
Biga Thailand ,33,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",,3000,,Greige,THB,550,23/6/2022,,Yield
Biga Thailand ,34,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"300 kg (5,700 m.)",,300,,Greige,THB,530,23/6/2022,,Yield
Biga Thailand ,35,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 - 600 m.,,200,600,PFE/PFD,THB,54.00,23/6/2022,,Yield
Biga Thailand ,35,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 - 600 m.,,200,600,All_colors,THB,69.00,23/6/2022,,Yield
Biga Thailand ,36,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"601 - 2,000 m.",,601,2000,PFE/PFD,THB,46.00,23/6/2022,,Yield
Biga Thailand ,36,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"601 - 2,000 m.",,601,2000,All_colors,THB,58.00,23/6/2022,,Yield
Biga Thailand ,37,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"2,001 - 5,000 m.",,2001,5000,PFE/PFD,THB,43.00,23/6/2022,,Yield
Biga Thailand ,37,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"2,001 - 5,000 m.",,2001,5000,All_colors,THB,55.00,23/6/2022,,Yield
Biga Thailand ,38,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"5,001 m.",,5001,,PFE/PFD,THB,40.00,23/6/2022,,Yield
Biga Thailand ,38,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"5,001 m.",,5001,,All_colors,THB,52.00,23/6/2022,,Yield
Biga Thailand ,39,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 - 600 m.,,200,600,PFE/PFD,THB,58.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,39,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 - 600 m.,,200,600,All_colors,THB,73.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,40,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"601 - 2,000 m.",,601,2000,PFE/PFD,THB,50.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,40,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"601 - 2,000 m.",,601,2000,All_colors,THB,63.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,41,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"2,001 - 5,000 m.",,2001,5000,PFE/PFD,THB,47.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,41,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"2,001 - 5,000 m.",,2001,5000,All_colors,THB,60.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,42,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"5,001 m.",,5001,,PFE/PFD,THB,44.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,42,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"5,001 m.",,5001,,All_colors,THB,57.00,9/1/2023,K.Sivy quoted at Asoke office (Requted price by K.Rus for new Collection),Yield
Biga Thailand ,44,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,500 kgs,,500,,Greige,THB,480,17/11/2023,K.Sivy reduce price to be THB 480/kg (including TC for only this order Triumph). This based on normal yarn and only given special one time.,Yield
Biga Thailand ,49,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200-499,,200,499,Greige,THB,500,29/10/2025,For recycle yarn,Yield
Biga Thailand ,50,3,255840BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,500 up,,500,,Greige,THB,480,29/10/2025,For recycle yarn,Yield
Biga Thailand ,51,3,255691BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200-599m.,200,599,PFE/PFD,THB,76,2/5/2024,K.Sivy confirmed same price before,Yield
Biga Thailand ,51,3,255691BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",200-599m.,200,599,All_colors,THB,105,2/5/2024,K.Sivy confirmed same price before,Yield
Biga Thailand ,52,3,255691BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","600-2,000m.",600,2000,PFE/PFD,THB,73,2/5/2024,,Yield
Biga Thailand ,52,3,255691BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","600-2,000m.",600,2000,All_colors,THB,91,2/5/2024,,Yield
Biga Thailand ,53,3,255691BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","2,001m.+",2001,,PFE/PFD,THB,69,2/5/2024,,Yield
Biga Thailand ,53,3,255691BA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.","2,001m.+",2001,,All_colors,THB,85,2/5/2024,,Yield
Biga Thailand ,54,3,255621AB/11,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",,3000,,All_colors,THB,98,4/11/2022,"Special price for stock available, incase place order have to recheck for update price",Yield
Biga Thailand ,55,3,255621AB/11,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m.",,3000,,PFE/PFD,THB,125,19.08.22,Min 500 meters (by K.Sivy Asoke office on 19.08.22),Yield
Biga Thailand ,56,3,255621AB/11,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"3,000 m",,3000,,All_colors,THB,145,19.08.22,Min 500 meters (by K.Sivy Asoke office on 19.08.22),Yield
Biga Thailand ,57,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,200 kgs,,200,,Greige,THB,425,2/5/2024,K.Sivy quoted at Asoke office,Yield
Biga Thailand ,58,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,500 kgs,,500,,Greige,THB,405,2/5/2024,,Yield
Biga Thailand ,59,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,1000 kgs,,1000,,Greige,THB,385,2/5/2024,,Yield
Biga Thailand ,60,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,1000 kgs,,1000,,Greige,THB,450,07.05.21,Updated on 07.05.21 by K.Sivy by email,Yield
Biga Thailand ,61,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,1000 kgs,,1000,,Greige,THB,450,21/9/2023,"K.Sivy ok to remain same price as previous for order greige 5,000 mtrs",Yield
Biga Thailand ,62,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,1000 kgs,,1000,,Greige,THB,380,1/3/2024,VS Pink,Yield
Biga Thailand ,63,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,1000 kgs,,1000,,Greige,THB,450,26/12/2025,"K.Sivy ok to remain same price as previous for order greige 2,000 mtrs.",Yield
Biga Thailand ,64,3,255560AB,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,1000 kgs,,1000,,Greige,THB,520,26/12/2025,,Yield
Biga Thailand ,65,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.",200 - 600 m.,200,600,All_colors,THB,230.00,1/2/2023,K.Sivy quoted at Asoke office (Requested price by K.Muay),Yield
Biga Thailand ,66,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.","601 - 2,000 m.",601,2000,All_colors,THB,200.00,1/2/2023,,Yield
Biga Thailand ,67,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.","2,001 m. +",2001,,All_colors,THB,190.00,1/2/2023,,Yield
Biga Thailand ,68,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.",,2000,,Greige,THB,950,1/2/2023,,Yield
Biga Thailand ,69,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.",,2000,,Greige,THB,180,06.08.21,Quote by K.Sivy at office Asoke on 06.08.21,Yield
Biga Thailand ,70,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.",,2000,,Greige,THB,240,23.08.11,,Yield
Biga Thailand ,71,3,255350AA,,20% METALLISSED PES (LUREX),165 - 175,160 - 170,33 - 37,"MOQ 2,000 m.",,2000,,Greige,THB,220,23.08.11,,Yield
Biga Thailand ,73,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"10,000m.",,10000,,PFE/PFD,THB,57.00,29/2/2024,,Yield
Biga Thailand ,74,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"7,000 m. (500kg)",,7000,,Greige,THB,480,29/2/2024,,Yield
Biga Thailand ,74,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"7,000 m. (500kg)",,7000,,PFE/PFD,THB,55.00,29/2/2024,,Yield
Biga Thailand ,75,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"4,500 m. (300 kg.)",,4500,,Greige,THB,430,25.03.19,Quoted by K. Sivy on 25.03.19 & sent e-mail to K. Saloni.,Yield
Biga Thailand ,75,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"4,500 m. (300 kg.)",,4500,,PFE/PFD,THB,46.00,25.03.19,Quoted by K. Sivy on 25.03.19 & sent e-mail to K. Saloni.,Yield
Biga Thailand ,76,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"4,500 m. (300 kg.)",,4500,,Greige,THB,880,25.03.19,,Yield
Biga Thailand ,77,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"50,000m.",,50000,,Greige,THB,320,Dropped,,Yield
Biga Thailand ,78,3,255017AA/11,,"81% PES, 19% ELASTANE",145 - 155,140 - 150,64 - 71,"50,000m.",,50000,,Greige,THB,300,Dropped,,Yield
Biga Thailand ,80,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,250 kgs.,,250,,Greige,THB,535,27/7/2023,"255603 VERSION RECYCLE : 70% PA RECYCLE , 30% ELASTANE --> 257182",Yield
Biga Thailand ,81,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.",200 - 599 m.,200,599,PFE/PFD,THB,76.00,27/7/2023,,Yield
Biga Thailand ,81,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.",200 - 599 m.,200,599,All_colors,THB,91.00,27/7/2023,,Yield
Biga Thailand ,82,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","600 - 1,999 m.",600,1999,PFE/PFD,THB,67.00,27/7/2023,,Yield
Biga Thailand ,82,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","600 - 1,999 m.",600,1999,All_colors,THB,76.00,27/7/2023,,Yield
Biga Thailand ,83,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","2,000 - 4,999 m.",2000,4999,PFE/PFD,THB,57.00,27/7/2023,,Yield
Biga Thailand ,83,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","2,000 - 4,999 m.",2000,4999,All_colors,THB,73.00,27/7/2023,,Yield
Biga Thailand ,84,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","5,000 m. +",5000,,PFE/PFD,THB,53.00,27/7/2023,,Yield
Biga Thailand ,84,3,257182,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","5,000 m. +",5000,,All_colors,THB,71.00,27/7/2023,,Yield
Biga Thailand ,85,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.",,3000,,Greige,THB,840,27/7/2023,,Yield
Biga Thailand ,86,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.",200 - 499 m.,200,499,PFE/PFD,THB,169.00,27/7/2023,,Yield
Biga Thailand ,86,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.",200 - 499 m.,200,499,All_colors,THB,195.00,27/7/2023,,Yield
Biga Thailand ,87,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","500 - 1,999 m.",500,1999,PFE/PFD,THB,147.00,27/7/2023,,Yield
Biga Thailand ,87,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","500 - 1,999 m.",500,1999,All_colors,THB,168.00,27/7/2023,,Yield
Biga Thailand ,88,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","2,000 m. +",2000,,PFE/PFD,THB,140.00,27/7/2023,,Yield
Biga Thailand ,88,3,257162,,100% PA,145 - 155,140 - 150,38 - 41,"3,000 m.","2,000 m. +",2000,,All_colors,THB,160.00,27/7/2023,,Yield
Biga Thailand ,89,3,257154,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,800 kgs.,,800,,Greige,THB,415,6/2/2024,Quoted for Bischoff Lanka (Third Love),Yield
Biga Thailand ,90,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,150 kgs.,,150,,Greige,THB,515,31/7/2023,,Yield
Biga Thailand ,91,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,PFE/PFD,THB,55.00,31/7/2023,,Yield
Biga Thailand ,91,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,All_colors,THB,78.00,31/7/2023,,Yield
Biga Thailand ,92,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,PFE/PFD,THB,47.00,31/7/2023,,Yield
Biga Thailand ,92,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,All_colors,THB,68.00,31/7/2023,,Yield
Biga Thailand ,93,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 m. +",2000,,PFE/PFD,THB,45.00,31/7/2023,,Yield
Biga Thailand ,93,3,257144,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 m. +",2000,,All_colors,THB,65.00,31/7/2023,,Yield
Biga Thailand ,94,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",,3000,,Greige,THB,525,27/7/2023,,Yield
Biga Thailand ,95,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,PFE/PFD,THB,50.00,27/7/2023,,Yield
Biga Thailand ,95,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,All_colors,THB,68.00,27/7/2023,,Yield
Biga Thailand ,96,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,PFE/PFD,THB,43.00,27/7/2023,,Yield
Biga Thailand ,96,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,All_colors,THB,59.00,27/7/2023,,Yield
Biga Thailand ,97,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 m.+",2000,,PFE/PFD,THB,41.00,27/7/2023,,Yield
Biga Thailand ,97,3,257143,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 m.+",2000,,All_colors,THB,56.00,27/7/2023,,Yield
Biga Thailand ,98,3,257140,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",500 m. +,500,,PFE/PFD,THB,115.00,27/7/2023,500 m. Or above only one price.,Yield
Biga Thailand ,98,3,257140,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",500 m. +,500,,All_colors,THB,130.00,27/7/2023,500 m. Or above only one price.,Yield
Biga Thailand ,99,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",,3000,,Greige,THB,830,27/7/2023,,Yield
Biga Thailand ,100,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,PFE/PFD,THB,56.00,27/7/2023,K.Muay's inquiry,Yield
Biga Thailand ,100,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,All_colors,THB,72.00,27/7/2023,K.Muay's inquiry,Yield
Biga Thailand ,101,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,PFE/PFD,THB,49.00,27/7/2023,,Yield
Biga Thailand ,101,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,All_colors,THB,63.00,27/7/2023,,Yield
Biga Thailand ,102,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 -m. +",2000,,PFE/PFD,THB,46.00,27/7/2023,,Yield
Biga Thailand ,102,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 -m. +",2000,,All_colors,THB,60.00,27/7/2023,,Yield
Biga Thailand ,103,3,257139,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",,3000,,All_colors,THB,65.00,22/3/2024,K.Sivy give for only Stock ** IF bulk order price need rework **,Yield
Biga Thailand ,105,3,257133,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","500 - 1,999 m.",500,1999,PFE/PFD,THB,131.00,27/7/2023,not accept lower than 500 m.,Yield
Biga Thailand ,105,3,257133,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","500 - 1,999 m.",500,1999,All_colors,THB,165.00,27/7/2023,not accept lower than 500 m.,Yield
Biga Thailand ,106,3,257133,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 -m. +",2000,,PFE/PFD,THB,125.00,27/7/2023,,Yield
Biga Thailand ,106,3,257133,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 -m. +",2000,,All_colors,THB,158.00,27/7/2023,,Yield
Biga Thailand ,107,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",,3000,,Greige,THB,415,27/7/2023,,Yield
Biga Thailand ,108,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,PFE/PFD,THB,72.00,27/7/2023,K.Muay's inquiry,Yield
Biga Thailand ,108,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.",200 - 599 m.,200,599,All_colors,THB,88.00,27/7/2023,K.Muay's inquiry,Yield
Biga Thailand ,109,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,PFE/PFD,THB,63.00,27/7/2023,,Yield
Biga Thailand ,109,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","600 - 1,999 m.",600,1999,All_colors,THB,76.00,27/7/2023,,Yield
Biga Thailand ,110,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 m.+",2000,,PFE/PFD,THB,57.00,27/7/2023,,Yield
Biga Thailand ,110,3,257131,,"74% PA, 26% ELASTANE",150 -160,145 - 155,152 - 168,"3,000 m.","2,000 m.+",2000,,All_colors,THB,70.00,27/7/2023,,Yield
Biga Thailand ,111,3,257131,,POWER MESH,170 - 180,165 - 175,40 - 54,"3,000 m.",,3000,,PFE/PFD,THB,48.00,18/7/2024,,Yield
Biga Thailand ,112,3,257131,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.",600 m.,600,,All_colors,THB,68.00,18/7/2024,,Yield
Biga Thailand ,113,3,257128,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.",200 - 600 m.,200,600,All_colors,THB,110.00,31/1/2023,K.Sivy quoted Price for Bischoff Collection_Jan.2023,Yield
Biga Thailand ,114,3,257128,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.","601 - 2,000 m.",601,2000,All_colors,THB,95.00,31/1/2023,K.Sivy quoted Price for Bischoff Collection_Jan.2023,Yield
Biga Thailand ,115,3,257128,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.","2,001 m. +",2001,,All_colors,THB,85.00,31/1/2023,K.Sivy quoted Price for Bischoff Collection_Jan.2023,Yield
Biga Thailand ,116,3,257119,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.",,3000,,Greige,THB,270,27/7/2023,,Yield
Biga Thailand ,117,3,257119,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.",200 - 499 m.,200,499,PFE/PFD,THB,145.00,27/7/2023,K.Muay's inquiry,Yield
Biga Thailand ,117,3,257119,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.",200 - 499 m.,200,499,All_colors,THB,215.00,27/7/2023,K.Muay's inquiry,Yield
Biga Thailand ,118,3,257119,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.","500 - 1,999 m.",500,1999,PFE/PFD,THB,122.00,27/7/2023,,Yield
Biga Thailand ,118,3,257119,,"89%PA, 11% ELASTANE",170 - 180,165 - 175,40 - 54,"3,000 m.","500 - 1,999 m.",500,1999,All_colors,THB,180.00,27/7/2023,,Yield
