price_id,customer,article,article_variant,fabric_name,composition,full_width_cm,usable_width_cm,weight_gsm,moq,qty_min,qty_max,qty_unit,color_tier,price_usd,price_thb,terms,valid_from,valid_to,quote_ref,source_sheet,source_row,notes
380,CENTER,255135,,ELASTIC TULLE,"86% PA, 14% ELASTANE",155 - 160 cm.,150 - 155 cm.,50 - 55 g/m2,"3,000m.",200,600,M,PFE/PFD,3.55,104,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,280,
381,CENTER,255135,,ELASTIC TULLE,"86% PA, 14% ELASTANE",155 - 160 cm.,150 - 155 cm.,50 - 55 g/m2,"3,000m.",200,600,M,All_colors,4.55,135,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,280,
382,CENTER,255135,,ELASTIC TULLE,"86% PA, 14% ELASTANE",155 - 160 cm.,150 - 155 cm.,50 - 55 g/m2,"3,000m.",601,2000,M,PFE/PFD,3.1,90,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,281,
383,CENTER,255135,,ELASTIC TULLE,"86% PA, 14% ELASTANE",155 - 160 cm.,150 - 155 cm.,50 - 55 g/m2,"3,000m.",601,2000,M,All_colors,4.07,120,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,281,
384,CENTER,255135,,ELASTIC TULLE,"86% PA, 14% ELASTANE",155 - 160 cm.,150 - 155 cm.,50 - 55 g/m2,"3,000m.",2001,5000,M,PFE/PFD,2.88,83,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,282,
385,CENTER,255135,,ELASTIC TULLE,"86% PA, 14% ELASTANE",155 - 160 cm.,150 - 155 cm.,50 - 55 g/m2,"3,000m.",2001,5000,M,All_colors,3.91,115,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,282,
386,CENTER,255141,,ELASTIC TULLE GRAPHIC,"85% PA, 15%  ELASTANE",142 - 152cm,137 - 147 cm.,46 - 52 g/m2,"3,000m.",200,600,M,PFE/PFD,4,120,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,284,
387,CENTER,255141,,ELASTIC TULLE GRAPHIC,"85% PA, 15%  ELASTANE",142 - 152cm,137 - 147 cm.,46 - 52 g/m2,"3,000m.",200,600,M,All_colors,4.5,135,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,284,
388,CENTER,255141,,ELASTIC TULLE GRAPHIC,"85% PA, 15%  ELASTANE",142 - 152cm,137 - 147 cm.,46 - 52 g/m2,"3,000m.",601,2000,M,PFE/PFD,3.66666666666667,110,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,285,
389,CENTER,255141,,ELASTIC TULLE GRAPHIC,"85% PA, 15%  ELASTANE",142 - 152cm,137 - 147 cm.,46 - 52 g/m2,"3,000m.",601,2000,M,All_colors,4.16666666666667,125,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,285,
390,CENTER,255141,,ELASTIC TULLE GRAPHIC,"85% PA, 15%  ELASTANE",142 - 152cm,137 - 147 cm.,46 - 52 g/m2,"3,000m.",2001,5000,M,PFE/PFD,3.5,105,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,286,
391,CENTER,255141,,ELASTIC TULLE GRAPHIC,"85% PA, 15%  ELASTANE",142 - 152cm,137 - 147 cm.,46 - 52 g/m2,"3,000m.",2001,5000,M,All_colors,4,120,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,286,
392,CENTER,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"3,000m.",100,499,M,PFE/PFD,5.33333333333333,160,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,288,
393,CENTER,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"3,000m.",100,499,M,All_colors,6,180,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,288,
394,CENTER,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"3,000m.",500,1500,M,PFE/PFD,4.66666666666667,140,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,289,
395,CENTER,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"3,000m.",500,1500,M,All_colors,5.16666666666667,155,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,289,
396,CENTER,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"3,000m.",1501,,M,PFE/PFD,4.5,135,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,290,
397,CENTER,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"3,000m.",1501,,M,All_colors,5,150,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,290,
398,CENTER,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"3,000m.",200,600,M,PFE/PFD,2.5,75,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,292,
399,CENTER,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"3,000m.",200,600,M,All_colors,3.16666666666667,95,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,292,
400,CENTER,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"3,000m.",601,2000,M,PFE/PFD,2.16666666666667,65,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,293,
401,CENTER,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"3,000m.",601,2000,M,All_colors,2.83333333333333,85,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,293,
402,CENTER,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"3,000m.",2001,5000,M,PFE/PFD,2,60,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,294,
403,CENTER,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"3,000m.",2001,5000,M,All_colors,2.66666666666667,80,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,294,
404,CENTER,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"3,000m.",100,499,M,PFE/PFD,5.83333333333333,175,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,296,
405,CENTER,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"3,000m.",100,499,M,All_colors,6.5,195,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,296,
406,CENTER,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"3,000m.",500,1500,M,PFE/PFD,5.33333333333333,160,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,297,
407,CENTER,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"3,000m.",500,1500,M,All_colors,5.83333333333333,175,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,297,
408,CENTER,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"3,000m.",1501,,M,PFE/PFD,5,150,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,298,
409,CENTER,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"3,000m.",1501,,M,All_colors,5.66666666666667,170,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,298,
410,CENTER,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"3,000m.",100,499,M,PFE/PFD,7.16666666666667,215,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,300,
411,CENTER,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"3,000m.",100,499,M,All_colors,8,240,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,300,
412,CENTER,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"3,000m.",500,1500,M,PFE/PFD,6.33333333333333,190,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,301,
413,CENTER,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"3,000m.",500,1500,M,All_colors,7,210,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,301,
414,CENTER,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"3,000m.",1501,,M,PFE/PFD,6.16666666666667,185,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,302,
415,CENTER,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"3,000m.",1501,,M,All_colors,6.83333333333333,205,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,302,
416,CENTER,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",200,600,M,PFE/PFD,2.33333333333333,70,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,304,
417,CENTER,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",200,600,M,All_colors,2.9,87,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,304,
418,CENTER,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",601,2000,M,PFE/PFD,1.9,57,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,305,
419,CENTER,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",601,2000,M,All_colors,2.5,75,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,305,
420,CENTER,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",2001,5000,M,PFE/PFD,1.83333333333333,55,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,306,
421,CENTER,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",2001,5000,M,All_colors,2.26666666666667,68,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,306,
422,CENTER,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",200,600,M,PFE/PFD,1.93333333333333,58,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,308,
423,CENTER,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",200,600,M,All_colors,2.53333333333333,76,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,308,
424,CENTER,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,PFE/PFD,1.56666666666667,47,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,309,
425,CENTER,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,All_colors,2.1,63,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,309,
426,CENTER,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,PFE/PFD,1.5,45,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,310,
427,CENTER,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,All_colors,1.9,57,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,310,
428,CENTER,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",200,600,M,PFE/PFD,2.1,63,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,312,
429,CENTER,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",200,600,M,All_colors,2.8,84,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,312,
430,CENTER,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",601,2000,M,PFE/PFD,1.83333333333333,55,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,313,
431,CENTER,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",601,2000,M,All_colors,2.06666666666667,62,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,313,
432,CENTER,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",2001,5000,M,PFE/PFD,1.66666666666667,50,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,314,
433,CENTER,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",2001,5000,M,All_colors,2,60,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,314,
434,CENTER,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",200,600,M,PFE/PFD,4.5,135,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,316,
435,CENTER,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",200,600,M,All_colors,5.16666666666667,155,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,316,
436,CENTER,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",601,2000,M,PFE/PFD,4.16666666666667,125,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,317,
437,CENTER,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",601,2000,M,All_colors,4.66666666666667,140,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,317,
438,CENTER,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",2001,5000,M,PFE/PFD,4,120,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,318,
439,CENTER,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",2001,5000,M,All_colors,4.5,135,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,318,
440,CENTER,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",200,600,M,PFE/PFD,2.66666666666667,80,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,320,
441,CENTER,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",200,600,M,All_colors,3.33333333333333,100,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,320,
442,CENTER,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",601,2000,M,PFE/PFD,2.33333333333333,70,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,321,
443,CENTER,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",601,2000,M,All_colors,2.83333333333333,85,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,321,
444,CENTER,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",2001,5000,M,PFE/PFD,2.16666666666667,65,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,322,
445,CENTER,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",2001,5000,M,All_colors,2.66666666666667,80,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,322,
446,CENTER,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",200,600,M,PFE/PFD,3.13333333333333,94,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,324,
447,CENTER,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",200,600,M,All_colors,3.73333333333333,112,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,324,
448,CENTER,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",601,2000,M,PFE/PFD,2.76666666666667,83,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,325,
449,CENTER,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",601,2000,M,All_colors,3.3,99,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,325,
450,CENTER,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",2001,5000,M,PFE/PFD,2.7,81,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,326,
451,CENTER,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",2001,5000,M,All_colors,3.1,93,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,326,
452,CENTER,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",500,999,M,PFE/PFD,11,330,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,328,
453,CENTER,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",500,999,M,All_colors,11.6666666666667,350,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,328,
454,CENTER,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",1000,1999,M,PFE/PFD,10.5,315,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,329,
455,CENTER,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",1000,1999,M,All_colors,11.1666666666667,335,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,329,
456,CENTER,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",2000,,M,PFE/PFD,10.1666666666667,305,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,330,
457,CENTER,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",2000,,M,All_colors,10.8333333333333,325,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,330,
458,CENTER,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",500,999,M,PFE/PFD,13.3333333333333,400,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,332,
459,CENTER,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",500,999,M,All_colors,14,420,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,332,
460,CENTER,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",1000,1999,M,PFE/PFD,12.6666666666667,380,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,333,
461,CENTER,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",1000,1999,M,All_colors,13.3333333333333,400,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,333,
462,CENTER,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",2000,,M,PFE/PFD,12.1666666666667,365,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,334,
463,CENTER,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",2000,,M,All_colors,12.8333333333333,385,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,334,
464,CENTER,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",200,600,M,PFE/PFD,2.11166666666667,63.35,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,336,
465,CENTER,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",200,600,M,All_colors,2.73333333333333,82,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,336,
466,CENTER,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,PFE/PFD,1.76666666666667,53,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,337,
467,CENTER,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,All_colors,2.26666666666667,68,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,337,
468,CENTER,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,PFE/PFD,1.7,51,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,338,
469,CENTER,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,All_colors,2.06666666666667,62,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,338,
470,CENTER,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",500,1500,M,PFE/PFD,17.8333333333333,535,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,340,
471,CENTER,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",500,1500,M,All_colors,19,570,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,340,
472,CENTER,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",1501,,M,PFE/PFD,17,510,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,341,
473,CENTER,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",1501,,M,All_colors,18.3333333333333,550,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,341,
474,CENTER,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000m.",200,600,M,PFE/PFD,4.33,,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,343,
475,CENTER,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000m.",200,600,M,All_colors,5.17,,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,343,
476,CENTER,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000m.",601,2000,M,PFE/PFD,4.17,,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,344,
477,CENTER,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000m.",601,2000,M,All_colors,5,,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,344,
478,CENTER,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000m.",2001,5000,M,PFE/PFD,4,,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,345,
479,CENTER,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000m.",2001,5000,M,All_colors,4.83,,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,345,
480,CENTER,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"3,000m.",100,499,M,PFE/PFD,7.66666666666667,230,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,347,
481,CENTER,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"3,000m.",100,499,M,All_colors,8.66666666666667,260,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,347,
482,CENTER,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"3,000m.",500,1499,M,PFE/PFD,7,210,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,348,
483,CENTER,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"3,000m.",500,1499,M,All_colors,7.83333333333333,235,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,348,
484,CENTER,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"3,000m.",1500,,M,PFE/PFD,6.5,195,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,349,
485,CENTER,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"3,000m.",1500,,M,All_colors,7.33333333333333,220,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,349,
486,CENTER,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"3,000m.",100,499,M,PFE/PFD,6.5,195,FOB Bangkok,,,Center price sheet,CENTER PRICE USD for internal,351,
