price_id,customer,article,article_variant,fabric_name,composition,full_width_cm,usable_width_cm,weight_gsm,moq,qty_min,qty_max,qty_unit,color_tier,price_usd,price_thb,terms,valid_from,valid_to,quote_ref,source_sheet,source_row,notes
1543,CENTER PRICE THB,255148,,ELASTIC CHARMEUSE,"72% PES, 28% ELASTANE",152 - 157 cm.,147 - 152 cm.,135 - 140 g/m2,"1,000m.",200,600,M,PFE/PFD,,140,,,,header-parsed,CENTER PRICE THB,285,
1544,CENTER PRICE THB,255148,,ELASTIC CHARMEUSE,"72% PES, 28% ELASTANE",152 - 157 cm.,147 - 152 cm.,135 - 140 g/m2,"1,000m.",200,600,M,All_colors,,160,,,,header-parsed,CENTER PRICE THB,285,
1545,CENTER PRICE THB,255148,,ELASTIC CHARMEUSE,"72% PES, 28% ELASTANE",152 - 157 cm.,147 - 152 cm.,135 - 140 g/m2,"1,000m.",601,2000,M,PFE/PFD,,135,,,,header-parsed,CENTER PRICE THB,286,
1546,CENTER PRICE THB,255148,,ELASTIC CHARMEUSE,"72% PES, 28% ELASTANE",152 - 157 cm.,147 - 152 cm.,135 - 140 g/m2,"1,000m.",601,2000,M,All_colors,,150,,,,header-parsed,CENTER PRICE THB,286,
1547,CENTER PRICE THB,255148,,ELASTIC CHARMEUSE,"72% PES, 28% ELASTANE",152 - 157 cm.,147 - 152 cm.,135 - 140 g/m2,"1,000m.",2001,5000,M,PFE/PFD,,130,,,,header-parsed,CENTER PRICE THB,287,
1548,CENTER PRICE THB,255148,,ELASTIC CHARMEUSE,"72% PES, 28% ELASTANE",152 - 157 cm.,147 - 152 cm.,135 - 140 g/m2,"1,000m.",2001,5000,M,All_colors,,145,,,,header-parsed,CENTER PRICE THB,287,
1549,CENTER PRICE THB,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"1,000m.",100,499,M,PFE/PFD,,160,,,,header-parsed,CENTER PRICE THB,289,
1550,CENTER PRICE THB,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"1,000m.",100,499,M,All_colors,,180,,,,header-parsed,CENTER PRICE THB,289,
1551,CENTER PRICE THB,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"1,000m.",500,1500,M,PFE/PFD,,140,,,,header-parsed,CENTER PRICE THB,290,
1552,CENTER PRICE THB,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"1,000m.",500,1500,M,All_colors,,155,,,,header-parsed,CENTER PRICE THB,290,
1553,CENTER PRICE THB,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"1,000m.",1501,,M,PFE/PFD,,135,,,,header-parsed,CENTER PRICE THB,291,
1554,CENTER PRICE THB,255149,,PA ELASTIC CLEANCUT,"78% PA, 22% ELASTANE",163 - 168 cm.,158 - 163 cm.,130 - 135 g/m2,"1,000m.",1501,,M,All_colors,,150,,,,header-parsed,CENTER PRICE THB,291,
1555,CENTER PRICE THB,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"1,000m.",200,600,M,PFE/PFD,,75,,,,header-parsed,CENTER PRICE THB,293,
1556,CENTER PRICE THB,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"1,000m.",200,600,M,All_colors,,95,,,,header-parsed,CENTER PRICE THB,293,
1557,CENTER PRICE THB,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"1,000m.",601,2000,M,PFE/PFD,,65,,,,header-parsed,CENTER PRICE THB,294,
1558,CENTER PRICE THB,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"1,000m.",601,2000,M,All_colors,,85,,,,header-parsed,CENTER PRICE THB,294,
1559,CENTER PRICE THB,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"1,000m.",2001,5000,M,PFE/PFD,,60,,,,header-parsed,CENTER PRICE THB,295,
1560,CENTER PRICE THB,255152,,PES CHARMEUSE,100% PES,150 - 155 cm.,145 - 150 cm.,123 - 128 g/m2,"1,000m.",2001,5000,M,All_colors,,80,,,,header-parsed,CENTER PRICE THB,295,
1561,CENTER PRICE THB,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"1,000m.",100,499,M,PFE/PFD,,175,,,,header-parsed,CENTER PRICE THB,297,
1562,CENTER PRICE THB,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"1,000m.",100,499,M,All_colors,,195,,,,header-parsed,CENTER PRICE THB,297,
1563,CENTER PRICE THB,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"1,000m.",500,1500,M,PFE/PFD,,160,,,,header-parsed,CENTER PRICE THB,298,
1564,CENTER PRICE THB,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"1,000m.",500,1500,M,All_colors,,175,,,,header-parsed,CENTER PRICE THB,298,
1565,CENTER PRICE THB,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"1,000m.",1501,,M,PFE/PFD,,150,,,,header-parsed,CENTER PRICE THB,299,
1566,CENTER PRICE THB,255153,,PA ELASTIC CLEANCUT,"75 % PA, 25% ELASTANE",145 - 155 cm.,140 - 150 cm.,134 - 148 g/m2,"1,000m.",1501,,M,All_colors,,170,,,,header-parsed,CENTER PRICE THB,299,
1567,CENTER PRICE THB,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"1,000m.",100,499,M,PFE/PFD,,215,,,,header-parsed,CENTER PRICE THB,301,
1568,CENTER PRICE THB,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"1,000m.",100,499,M,All_colors,,240,,,,header-parsed,CENTER PRICE THB,301,
1569,CENTER PRICE THB,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"1,000m.",500,1500,M,PFE/PFD,,190,,,,header-parsed,CENTER PRICE THB,302,
1570,CENTER PRICE THB,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"1,000m.",500,1500,M,All_colors,,210,,,,header-parsed,CENTER PRICE THB,302,
1571,CENTER PRICE THB,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"1,000m.",1501,,M,PFE/PFD,,185,,,,header-parsed,CENTER PRICE THB,303,
1572,CENTER PRICE THB,255156,,PA ELASTIC CLEANCUT,"65 % PA, 35% ELASTANE",170 - 175 cm.,165 - 170 cm.,177 - 182 g/m2,"1,000m.",1501,,M,All_colors,,205,,,,header-parsed,CENTER PRICE THB,303,
1573,CENTER PRICE THB,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",200,600,M,PFE/PFD,,70,,,,header-parsed,CENTER PRICE THB,305,
1574,CENTER PRICE THB,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",200,600,M,All_colors,,87,,,,header-parsed,CENTER PRICE THB,305,
1575,CENTER PRICE THB,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",601,2000,M,PFE/PFD,,57,,,,header-parsed,CENTER PRICE THB,306,
1576,CENTER PRICE THB,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",601,2000,M,All_colors,,75,,,,header-parsed,CENTER PRICE THB,306,
1577,CENTER PRICE THB,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,55,,,,header-parsed,CENTER PRICE THB,307,
1578,CENTER PRICE THB,255165,,TATTOO,100% PES,137 - 142 cm.,132 - 137 cm.,12 - 17 g/m2,"3,000m.",2001,5000,M,All_colors,,68,,,,header-parsed,CENTER PRICE THB,307,
1579,CENTER PRICE THB,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",200,600,M,PFE/PFD,,58,,,,header-parsed,CENTER PRICE THB,309,
1580,CENTER PRICE THB,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",200,600,M,All_colors,,76,,,,header-parsed,CENTER PRICE THB,309,
1581,CENTER PRICE THB,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,PFE/PFD,,47,,,,header-parsed,CENTER PRICE THB,310,
1582,CENTER PRICE THB,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,All_colors,,63,,,,header-parsed,CENTER PRICE THB,310,
1583,CENTER PRICE THB,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,45,,,,header-parsed,CENTER PRICE THB,311,
1584,CENTER PRICE THB,255167,,TATTOO,100% PA,152 - 157 cm.,147 - 152 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,All_colors,,57,,,,header-parsed,CENTER PRICE THB,311,
1585,CENTER PRICE THB,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",200,600,M,PFE/PFD,,63,,,,header-parsed,CENTER PRICE THB,313,
1586,CENTER PRICE THB,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",200,600,M,All_colors,,84,,,,header-parsed,CENTER PRICE THB,313,
1587,CENTER PRICE THB,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",601,2000,M,PFE/PFD,,55,,,,header-parsed,CENTER PRICE THB,314,
1588,CENTER PRICE THB,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",601,2000,M,All_colors,,62,,,,header-parsed,CENTER PRICE THB,314,
1589,CENTER PRICE THB,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,50,,,,header-parsed,CENTER PRICE THB,315,
1590,CENTER PRICE THB,255186,,PA MARQUISETTE BRIGHT,100% PA,148 - 158 cm.,143 - 152 cm.,46 - 52 g/m2,"3,000m.",2001,5000,M,All_colors,,60,,,,header-parsed,CENTER PRICE THB,315,
1591,CENTER PRICE THB,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",200,600,M,PFE/PFD,,135,,,,header-parsed,CENTER PRICE THB,317,
1592,CENTER PRICE THB,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",200,600,M,All_colors,,155,,,,header-parsed,CENTER PRICE THB,317,
1593,CENTER PRICE THB,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",601,2000,M,PFE/PFD,,125,,,,header-parsed,CENTER PRICE THB,318,
1594,CENTER PRICE THB,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",601,2000,M,All_colors,,140,,,,header-parsed,CENTER PRICE THB,318,
1595,CENTER PRICE THB,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,120,,,,header-parsed,CENTER PRICE THB,319,
1596,CENTER PRICE THB,255193,,TERESA (Tattoo spandex),"86% PA, 14% ELASTANE",143 - 153 cm.,138 - 148 cm.,57 - 63 g/m2,"3,000m.",2001,5000,M,All_colors,,135,,,,header-parsed,CENTER PRICE THB,319,
1597,CENTER PRICE THB,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",200,600,M,PFE/PFD,,80,,,,header-parsed,CENTER PRICE THB,321,
1598,CENTER PRICE THB,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",200,600,M,All_colors,,100,,,,header-parsed,CENTER PRICE THB,321,
1599,CENTER PRICE THB,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",601,2000,M,PFE/PFD,,70,,,,header-parsed,CENTER PRICE THB,322,
1600,CENTER PRICE THB,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",601,2000,M,All_colors,,85,,,,header-parsed,CENTER PRICE THB,322,
1601,CENTER PRICE THB,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,65,,,,header-parsed,CENTER PRICE THB,323,
1602,CENTER PRICE THB,255196,,PES TULLE STAR,100% PES,157 - 162 cm.,152 - 157 cm.,30 - 35 g/m2,"3,000m.",2001,5000,M,All_colors,,80,,,,header-parsed,CENTER PRICE THB,323,
1603,CENTER PRICE THB,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",200,600,M,PFE/PFD,,94,,,,header-parsed,CENTER PRICE THB,325,
1604,CENTER PRICE THB,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",200,600,M,All_colors,,112,,,,header-parsed,CENTER PRICE THB,325,
1605,CENTER PRICE THB,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",601,2000,M,PFE/PFD,,83,,,,header-parsed,CENTER PRICE THB,326,
1606,CENTER PRICE THB,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",601,2000,M,All_colors,,99,,,,header-parsed,CENTER PRICE THB,326,
1607,CENTER PRICE THB,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,81,,,,header-parsed,CENTER PRICE THB,327,
1608,CENTER PRICE THB,255204,,DOUBLE CHECK,100% PES,152 - 157 cm.,147 - 152 cm.,35 - 40 g/m2,"3,000m.",2001,5000,M,All_colors,,93,,,,header-parsed,CENTER PRICE THB,327,
1609,CENTER PRICE THB,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",500,999,M,PFE/PFD,,330,,,,header-parsed,CENTER PRICE THB,329,
1610,CENTER PRICE THB,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",500,999,M,All_colors,,350,,,,header-parsed,CENTER PRICE THB,329,
1611,CENTER PRICE THB,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",1000,1999,M,PFE/PFD,,315,,,,header-parsed,CENTER PRICE THB,330,
1612,CENTER PRICE THB,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",1000,1999,M,All_colors,,335,,,,header-parsed,CENTER PRICE THB,330,
1613,CENTER PRICE THB,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",2000,,M,PFE/PFD,,305,,,,header-parsed,CENTER PRICE THB,331,
1614,CENTER PRICE THB,255206,,Firming easyShape,"82% PA, 18% ELASTANE",147 - 152 cm.,142 - 147 cm.,170 - 175 g/m2,"3,000m.",2000,,M,All_colors,,325,,,,header-parsed,CENTER PRICE THB,331,
1615,CENTER PRICE THB,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",500,999,M,PFE/PFD,,400,,,,header-parsed,CENTER PRICE THB,333,
1616,CENTER PRICE THB,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",500,999,M,All_colors,,420,,,,header-parsed,CENTER PRICE THB,333,
1617,CENTER PRICE THB,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",1000,1999,M,PFE/PFD,,380,,,,header-parsed,CENTER PRICE THB,334,
1618,CENTER PRICE THB,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",1000,1999,M,All_colors,,400,,,,header-parsed,CENTER PRICE THB,334,
1619,CENTER PRICE THB,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",2000,,M,PFE/PFD,,365,,,,header-parsed,CENTER PRICE THB,335,
1620,CENTER PRICE THB,255207,,Anti oxidant easyShape,"82% PA, 18% ELASTANE",150 - 160 cm.,145 - 155 cm.,161 - 179 g/m2,"3,000m.",2000,,M,All_colors,,385,,,,header-parsed,CENTER PRICE THB,335,
1621,CENTER PRICE THB,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",200,600,M,PFE/PFD,,63.35,,,,header-parsed,CENTER PRICE THB,337,
1622,CENTER PRICE THB,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",200,600,M,All_colors,,82,,,,header-parsed,CENTER PRICE THB,337,
1623,CENTER PRICE THB,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,PFE/PFD,,53,,,,header-parsed,CENTER PRICE THB,338,
1624,CENTER PRICE THB,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",601,2000,M,All_colors,,68,,,,header-parsed,CENTER PRICE THB,338,
1625,CENTER PRICE THB,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,PFE/PFD,,51,,,,header-parsed,CENTER PRICE THB,339,
1626,CENTER PRICE THB,255239,,PA UTRA INVISIBLE TULLE,100% PA,155 - 160 cm.,150 - 155 cm.,15 - 20 g/m2,"3,000m.",2001,5000,M,All_colors,,62,,,,header-parsed,CENTER PRICE THB,339,
1627,CENTER PRICE THB,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",500,1500,M,PFE/PFD,,535,,,,header-parsed,CENTER PRICE THB,341,
1628,CENTER PRICE THB,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",500,1500,M,All_colors,,570,,,,header-parsed,CENTER PRICE THB,341,
1629,CENTER PRICE THB,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",1501,,M,PFE/PFD,,510,,,,header-parsed,CENTER PRICE THB,342,
1630,CENTER PRICE THB,255247,,Firming easyShape,"47% PA, 53% ELASTANE",153 - 162 cm.,145 - 155 cm.,256 - 284 g/m2,"3,000m.",1501,,M,All_colors,,550,,,,header-parsed,CENTER PRICE THB,342,
1631,CENTER PRICE THB,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000 m.",200,600,M,PFE/PFD,,129.9,,,,header-parsed,CENTER PRICE THB,344,
1632,CENTER PRICE THB,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000 m.",200,600,M,All_colors,,155.1,,,,header-parsed,CENTER PRICE THB,344,
1633,CENTER PRICE THB,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000 m.",601,2000,M,PFE/PFD,,125.1,,,,header-parsed,CENTER PRICE THB,345,
1634,CENTER PRICE THB,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000 m.",601,2000,M,All_colors,,150,,,,header-parsed,CENTER PRICE THB,345,
1635,CENTER PRICE THB,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000 m.",2001,5000,M,PFE/PFD,,120,,,,header-parsed,CENTER PRICE THB,346,
1636,CENTER PRICE THB,255251,,CO/PES MARQUISETTE,"74% CO, 26% PES",167 - 172 cm.,162 - 167 cm.,68 - 73 g/m2,"3,000 m.",2001,5000,M,All_colors,,144.9,,,,header-parsed,CENTER PRICE THB,346,
1637,CENTER PRICE THB,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"1,000m.",100,499,M,PFE/PFD,,230,,,,header-parsed,CENTER PRICE THB,348,
1638,CENTER PRICE THB,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"1,000m.",100,499,M,All_colors,,260,,,,header-parsed,CENTER PRICE THB,348,
1639,CENTER PRICE THB,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"1,000m.",500,1499,M,PFE/PFD,,210,,,,header-parsed,CENTER PRICE THB,349,
1640,CENTER PRICE THB,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"1,000m.",500,1499,M,All_colors,,235,,,,header-parsed,CENTER PRICE THB,349,
1641,CENTER PRICE THB,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"1,000m.",1500,,M,PFE/PFD,,195,,,,header-parsed,CENTER PRICE THB,350,
1642,CENTER PRICE THB,255259,,Sarah,"50% PA, 50% ELASTANE",158 - 168 cm.,153 - 163 cm.,166 - 183 g/m2,"1,000m.",1500,,M,All_colors,,220,,,,header-parsed,CENTER PRICE THB,350,
1643,CENTER PRICE THB,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"1,000m.",100,499,M,PFE/PFD,,195,,,,header-parsed,CENTER PRICE THB,352,
1644,CENTER PRICE THB,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"1,000m.",100,499,M,All_colors,,215,,,,header-parsed,CENTER PRICE THB,352,
1645,CENTER PRICE THB,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"1,000m.",500,1499,M,PFE/PFD,,170,,,,header-parsed,CENTER PRICE THB,353,
1646,CENTER PRICE THB,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"1,000m.",500,1499,M,All_colors,,190,,,,header-parsed,CENTER PRICE THB,353,
1647,CENTER PRICE THB,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"1,000m.",1500,,M,PFE/PFD,,160,,,,header-parsed,CENTER PRICE THB,354,
1648,CENTER PRICE THB,255260,,easyShape  (Super Soft),"65% PA, 35% ELASTANE",152-162cm,148 - 158 cm.,143-158g/m2,"1,000m.",1500,,M,All_colors,,180,,,,header-parsed,CENTER PRICE THB,354,
1649,CENTER PRICE THB,255268,,FIONA,"75% PA, 25% ELASTANE",148 - 158 cm.,143 - 153 cm.,68 - 75 g/m2,"1,000m.",100,499,M,PFE/PFD,,115,,,,header-parsed,CENTER PRICE THB,356,
1650,CENTER PRICE THB,255268,,FIONA,"75% PA, 25% ELASTANE",148 - 158 cm.,143 - 153 cm.,68 - 75 g/m2,"1,000m.",100,499,M,All_colors,,135,,,,header-parsed,CENTER PRICE THB,356,
1651,CENTER PRICE THB,255268,,FIONA,"75% PA, 25% ELASTANE",148 - 158 cm.,143 - 153 cm.,68 - 75 g/m2,"1,000m.",500,1499,M,PFE/PFD,,105,,,,header-parsed,CENTER PRICE THB,357,
1652,CENTER PRICE THB,255268,,FIONA,"75% PA, 25% ELASTANE",148 - 158 cm.,143 - 153 cm.,68 - 75 g/m2,"1,000m.",500,1499,M,All_colors,,125,,,,header-parsed,CENTER PRICE THB,357,
1653,CENTER PRICE THB,255268,,FIONA,"75% PA, 25% ELASTANE",148 - 158 cm.,143 - 153 cm.,68 - 75 g/m2,"1,000m.",1500,,M,PFE/PFD,,100,,,,header-parsed,CENTER PRICE THB,358,
1654,CENTER PRICE THB,255268,,FIONA,"75% PA, 25% ELASTANE",148 - 158 cm.,143 - 153 cm.,68 - 75 g/m2,"1,000m.",1500,,M,All_colors,,115,,,,header-parsed,CENTER PRICE THB,358,
1655,CENTER PRICE THB,255271,,ELASTIC TULLE POINT,"75% PA, 25% ELASTANE",150 - 155 cm.,145 - 150 cm.,52 - 57 g/m2,"3,000m.",200,600,M,PFE/PFD,,125,,,,header-parsed,CENTER PRICE THB,360,
1656,CENTER PRICE THB,255271,,ELASTIC TULLE POINT,"75% PA, 25% ELASTANE",150 - 155 cm.,145 - 150 cm.,52 - 57 g/m2,"3,000m.",200,600,M,All_colors,,145,,,,header-parsed,CENTER PRICE THB,360,
1657,CENTER PRICE THB,255271,,ELASTIC TULLE POINT,"75% PA, 25% ELASTANE",150 - 155 cm.,145 - 150 cm.,52 - 57 g/m2,"3,000m.",601,2000,M,PFE/PFD,,115,,,,header-parsed,CENTER PRICE THB,361,
1658,CENTER PRICE THB,255271,,ELASTIC TULLE POINT,"75% PA, 25% ELASTANE",150 - 155 cm.,145 - 150 cm.,52 - 57 g/m2,"3,000m.",601,2000,M,All_colors,,135,,,,header-parsed,CENTER PRICE THB,361,
